,index,classes,wav_path
12162,13619,go,.\train\audio\go\69f609ec_nohash_0.wav
12163,13620,go,.\train\audio\go\69f609ec_nohash_1.wav
12164,13621,go,.\train\audio\go\6a014b29_nohash_0.wav
12165,13622,go,.\train\audio\go\6a014b29_nohash_1.wav
12166,13623,go,.\train\audio\go\6a203e0e_nohash_0.wav
12167,13624,go,.\train\audio\go\6a27a9bf_nohash_0.wav
12168,13625,go,.\train\audio\go\6a497f80_nohash_0.wav
12169,13627,go,.\train\audio\go\6ac35824_nohash_0.wav
12170,13628,go,.\train\audio\go\6add0595_nohash_0.wav
12171,13629,go,.\train\audio\go\6af4aa07_nohash_0.wav
12172,13630,go,.\train\audio\go\6af4aa07_nohash_1.wav
12173,13631,go,.\train\audio\go\6af4aa07_nohash_2.wav
12174,13632,go,.\train\audio\go\6b81fead_nohash_0.wav
12175,13633,go,.\train\audio\go\6b889021_nohash_0.wav
12176,13634,go,.\train\audio\go\6b889021_nohash_1.wav
12177,13635,go,.\train\audio\go\6c0f6493_nohash_0.wav
12178,13637,go,.\train\audio\go\6c0f6493_nohash_2.wav
12179,13639,go,.\train\audio\go\6c0f6493_nohash_4.wav
12180,13641,go,.\train\audio\go\6c429c7b_nohash_0.wav
12181,13642,go,.\train\audio\go\6c429c7b_nohash_1.wav
12182,13643,go,.\train\audio\go\6c429c7b_nohash_2.wav
12183,13644,go,.\train\audio\go\6c429c7b_nohash_3.wav
12184,13645,go,.\train\audio\go\6c429c7b_nohash_4.wav
12185,13646,go,.\train\audio\go\6c968bd9_nohash_0.wav
12186,13647,go,.\train\audio\go\6c968bd9_nohash_1.wav
12187,13648,go,.\train\audio\go\6c968bd9_nohash_2.wav
12188,13649,go,.\train\audio\go\6c968bd9_nohash_3.wav
12189,13650,go,.\train\audio\go\6c968bd9_nohash_4.wav
12190,13651,go,.\train\audio\go\6cc28ce5_nohash_0.wav
12191,13652,go,.\train\audio\go\6cf5459b_nohash_0.wav
12192,13653,go,.\train\audio\go\6cf5459b_nohash_2.wav
12193,13654,go,.\train\audio\go\6d0ad764_nohash_0.wav
12194,13655,go,.\train\audio\go\6d1dcca6_nohash_0.wav
12195,13656,go,.\train\audio\go\6d2d3b0d_nohash_0.wav
12196,13657,go,.\train\audio\go\6d2d3b0d_nohash_1.wav
12197,13658,go,.\train\audio\go\6d818f6c_nohash_0.wav
12198,13659,go,.\train\audio\go\6d818f6c_nohash_1.wav
12199,13660,go,.\train\audio\go\6dfff95a_nohash_0.wav
12200,13662,go,.\train\audio\go\6e2ef3d5_nohash_1.wav
12201,13663,go,.\train\audio\go\6e41a77e_nohash_0.wav
12202,13664,go,.\train\audio\go\6f2c6f7e_nohash_0.wav
12203,13666,go,.\train\audio\go\6f2f57c1_nohash_0.wav
12204,13669,go,.\train\audio\go\6f7724f5_nohash_0.wav
12205,13671,go,.\train\audio\go\6f9088d7_nohash_1.wav
12206,13672,go,.\train\audio\go\7081436f_nohash_0.wav
12207,13675,go,.\train\audio\go\70a00e98_nohash_0.wav
12208,13676,go,.\train\audio\go\70a00e98_nohash_1.wav
12209,13677,go,.\train\audio\go\70a00e98_nohash_2.wav
12210,13678,go,.\train\audio\go\70a00e98_nohash_3.wav
12211,13679,go,.\train\audio\go\70a00e98_nohash_4.wav
12212,13680,go,.\train\audio\go\712e4d58_nohash_0.wav
12213,13681,go,.\train\audio\go\712e4d58_nohash_1.wav
12214,13683,go,.\train\audio\go\712e4d58_nohash_3.wav
12215,13684,go,.\train\audio\go\712e4d58_nohash_4.wav
12216,13685,go,.\train\audio\go\71904de3_nohash_0.wav
12217,13686,go,.\train\audio\go\7192fddc_nohash_1.wav
12218,13687,go,.\train\audio\go\71aa5b54_nohash_0.wav
12219,13688,go,.\train\audio\go\71bf8f48_nohash_0.wav
12220,13689,go,.\train\audio\go\71e6ab20_nohash_0.wav
12221,13690,go,.\train\audio\go\71e6ab20_nohash_1.wav
12222,13691,go,.\train\audio\go\7211390b_nohash_0.wav
12223,13692,go,.\train\audio\go\7211390b_nohash_1.wav
12224,13693,go,.\train\audio\go\7211390b_nohash_2.wav
12225,13694,go,.\train\audio\go\7211390b_nohash_3.wav
12226,13695,go,.\train\audio\go\7211390b_nohash_4.wav
12227,13696,go,.\train\audio\go\72198b96_nohash_0.wav
12228,13697,go,.\train\audio\go\721f767c_nohash_0.wav
12229,13698,go,.\train\audio\go\721f767c_nohash_1.wav
12230,13699,go,.\train\audio\go\721f767c_nohash_2.wav
12231,13700,go,.\train\audio\go\721f767c_nohash_3.wav
12232,13701,go,.\train\audio\go\7257420c_nohash_0.wav
12233,13702,go,.\train\audio\go\726382d6_nohash_0.wav
12234,13703,go,.\train\audio\go\726382d6_nohash_1.wav
12235,13704,go,.\train\audio\go\72aa7259_nohash_0.wav
12236,13705,go,.\train\audio\go\72aa7259_nohash_1.wav
12237,13706,go,.\train\audio\go\72aa7259_nohash_2.wav
12238,13707,go,.\train\audio\go\72be9202_nohash_0.wav
12239,13708,go,.\train\audio\go\72d75d96_nohash_0.wav
12240,13709,go,.\train\audio\go\7303215d_nohash_0.wav
12241,13711,go,.\train\audio\go\735845ab_nohash_0.wav
12242,13712,go,.\train\audio\go\735845ab_nohash_1.wav
12243,13713,go,.\train\audio\go\735845ab_nohash_2.wav
12244,13714,go,.\train\audio\go\735845ab_nohash_3.wav
12245,13715,go,.\train\audio\go\735845ab_nohash_4.wav
12246,13716,go,.\train\audio\go\73cccfaf_nohash_0.wav
12247,13717,go,.\train\audio\go\73dda36a_nohash_0.wav
12248,13719,go,.\train\audio\go\742d6431_nohash_1.wav
12249,13720,go,.\train\audio\go\742d6431_nohash_2.wav
12250,13721,go,.\train\audio\go\742d6431_nohash_3.wav
12251,13723,go,.\train\audio\go\743edf9d_nohash_0.wav
12252,13724,go,.\train\audio\go\743edf9d_nohash_1.wav
12253,13725,go,.\train\audio\go\743edf9d_nohash_2.wav
12254,13726,go,.\train\audio\go\743edf9d_nohash_3.wav
12255,13727,go,.\train\audio\go\74551073_nohash_0.wav
12256,13728,go,.\train\audio\go\747e69fd_nohash_0.wav
12257,13729,go,.\train\audio\go\747e69fd_nohash_1.wav
12258,13730,go,.\train\audio\go\748cb308_nohash_0.wav
12259,13731,go,.\train\audio\go\74b73f88_nohash_0.wav
12260,13732,go,.\train\audio\go\74b73f88_nohash_1.wav
12261,13733,go,.\train\audio\go\74b73f88_nohash_2.wav
12262,13734,go,.\train\audio\go\763188c4_nohash_0.wav
12263,13735,go,.\train\audio\go\763188c4_nohash_1.wav
12264,13736,go,.\train\audio\go\763188c4_nohash_2.wav
12265,13737,go,.\train\audio\go\763188c4_nohash_3.wav
12266,13738,go,.\train\audio\go\763188c4_nohash_4.wav
12267,13739,go,.\train\audio\go\765ffccb_nohash_0.wav
12268,13740,go,.\train\audio\go\765ffccb_nohash_1.wav
12269,13741,go,.\train\audio\go\76b58705_nohash_0.wav
12270,13742,go,.\train\audio\go\76b58705_nohash_1.wav
12271,13743,go,.\train\audio\go\76b58705_nohash_2.wav
12272,13744,go,.\train\audio\go\76e53db9_nohash_0.wav
12273,13745,go,.\train\audio\go\772db621_nohash_0.wav
12274,13746,go,.\train\audio\go\77def3ee_nohash_0.wav
12275,13747,go,.\train\audio\go\78102205_nohash_0.wav
12276,13748,go,.\train\audio\go\782c1305_nohash_0.wav
12277,13749,go,.\train\audio\go\7846fd85_nohash_0.wav
12278,13750,go,.\train\audio\go\7846fd85_nohash_1.wav
12279,13751,go,.\train\audio\go\7846fd85_nohash_2.wav
12280,13752,go,.\train\audio\go\7846fd85_nohash_3.wav
12281,13753,go,.\train\audio\go\7846fd85_nohash_4.wav
12282,13754,go,.\train\audio\go\784e281a_nohash_0.wav
12283,13755,go,.\train\audio\go\784e281a_nohash_1.wav
12284,13756,go,.\train\audio\go\78884794_nohash_0.wav
12285,13757,go,.\train\audio\go\7910d292_nohash_0.wav
12286,13758,go,.\train\audio\go\794cdfc5_nohash_2.wav
12287,13760,go,.\train\audio\go\798f702a_nohash_1.wav
12288,13761,go,.\train\audio\go\7ab5b8f7_nohash_0.wav
12289,13762,go,.\train\audio\go\7b2e879e_nohash_0.wav
12290,13763,go,.\train\audio\go\7bae88ed_nohash_0.wav
12291,13764,go,.\train\audio\go\7be5a0f3_nohash_0.wav
12292,13765,go,.\train\audio\go\7be9f58a_nohash_0.wav
12293,13766,go,.\train\audio\go\7bf801d1_nohash_0.wav
12294,13767,go,.\train\audio\go\7bf801d1_nohash_1.wav
12295,13768,go,.\train\audio\go\7c1d8533_nohash_0.wav
12296,13769,go,.\train\audio\go\7c1d8533_nohash_1.wav
12297,13772,go,.\train\audio\go\7c1d8533_nohash_4.wav
12298,13773,go,.\train\audio\go\7c1d8533_nohash_5.wav
12299,13775,go,.\train\audio\go\7c2a3fa4_nohash_0.wav
12300,13776,go,.\train\audio\go\7c2a3fa4_nohash_1.wav
12301,13777,go,.\train\audio\go\7c75a504_nohash_0.wav
12302,13778,go,.\train\audio\go\7cbf645a_nohash_0.wav
12303,13779,go,.\train\audio\go\7cbf645a_nohash_1.wav
12304,13780,go,.\train\audio\go\7cf14c54_nohash_0.wav
12305,13781,go,.\train\audio\go\7cf14c54_nohash_1.wav
12306,13782,go,.\train\audio\go\7cf14c54_nohash_2.wav
12307,13783,go,.\train\audio\go\7cfb1618_nohash_0.wav
12308,13784,go,.\train\audio\go\7d149b38_nohash_0.wav
12309,13785,go,.\train\audio\go\7d149b38_nohash_1.wav
12310,13786,go,.\train\audio\go\7d5f87c8_nohash_0.wav
12311,13787,go,.\train\audio\go\7d86b703_nohash_0.wav
12312,13788,go,.\train\audio\go\7dc50b88_nohash_0.wav
12313,13789,go,.\train\audio\go\7dc50b88_nohash_1.wav
12314,13790,go,.\train\audio\go\7de97453_nohash_0.wav
12315,13791,go,.\train\audio\go\7e2d5caf_nohash_0.wav
12316,13792,go,.\train\audio\go\7e2d5caf_nohash_1.wav
12317,13793,go,.\train\audio\go\7e4fa1d8_nohash_0.wav
12318,13794,go,.\train\audio\go\7e556a2c_nohash_0.wav
12319,13795,go,.\train\audio\go\7e6bd776_nohash_0.wav
12320,13796,go,.\train\audio\go\7e783e3f_nohash_0.wav
12321,13797,go,.\train\audio\go\7e783e3f_nohash_1.wav
12322,13798,go,.\train\audio\go\7ea032f3_nohash_0.wav
12323,13799,go,.\train\audio\go\7ea032f3_nohash_1.wav
12324,13800,go,.\train\audio\go\7ea032f3_nohash_2.wav
12325,13801,go,.\train\audio\go\7ea032f3_nohash_3.wav
12326,13802,go,.\train\audio\go\7ea032f3_nohash_4.wav
12327,13803,go,.\train\audio\go\7f74626f_nohash_0.wav
12328,13804,go,.\train\audio\go\7f74626f_nohash_1.wav
12329,13806,go,.\train\audio\go\7f74626f_nohash_3.wav
12330,13807,go,.\train\audio\go\7f74626f_nohash_4.wav
12331,13808,go,.\train\audio\go\7fa5fa1f_nohash_0.wav
12332,13809,go,.\train\audio\go\7fd25f7c_nohash_0.wav
12333,13810,go,.\train\audio\go\7fd25f7c_nohash_1.wav
12334,13812,go,.\train\audio\go\7fd25f7c_nohash_3.wav
12335,13813,go,.\train\audio\go\7fd25f7c_nohash_4.wav
12336,13814,go,.\train\audio\go\7ff4fc72_nohash_0.wav
12337,13815,go,.\train\audio\go\8012c69d_nohash_0.wav
12338,13816,go,.\train\audio\go\8012c69d_nohash_1.wav
12339,13817,go,.\train\audio\go\8012c69d_nohash_2.wav
12340,13818,go,.\train\audio\go\8012c69d_nohash_3.wav
12341,13819,go,.\train\audio\go\8012c69d_nohash_4.wav
12342,13820,go,.\train\audio\go\8056e897_nohash_0.wav
12343,13821,go,.\train\audio\go\8056e897_nohash_1.wav
12344,13822,go,.\train\audio\go\8056e897_nohash_2.wav
12345,13823,go,.\train\audio\go\80c17118_nohash_0.wav
12346,13824,go,.\train\audio\go\80f056c0_nohash_0.wav
12347,13825,go,.\train\audio\go\80fe1dc7_nohash_0.wav
12348,13826,go,.\train\audio\go\8134f43f_nohash_0.wav
12349,13827,go,.\train\audio\go\8134f43f_nohash_1.wav
12350,13828,go,.\train\audio\go\8134f43f_nohash_2.wav
12351,13829,go,.\train\audio\go\8134f43f_nohash_3.wav
12352,13830,go,.\train\audio\go\8134f43f_nohash_4.wav
12353,13831,go,.\train\audio\go\813b82a6_nohash_0.wav
12354,13832,go,.\train\audio\go\813b82a6_nohash_1.wav
12355,13834,go,.\train\audio\go\823353e5_nohash_1.wav
12356,13835,go,.\train\audio\go\824e8ce5_nohash_0.wav
12357,13836,go,.\train\audio\go\825f450d_nohash_0.wav
12358,13837,go,.\train\audio\go\825f450d_nohash_1.wav
12359,13839,go,.\train\audio\go\8281a2a8_nohash_1.wav
12360,13840,go,.\train\audio\go\8281a2a8_nohash_2.wav
12361,13841,go,.\train\audio\go\8281a2a8_nohash_3.wav
12362,13842,go,.\train\audio\go\8281a2a8_nohash_4.wav
12363,13843,go,.\train\audio\go\8335f893_nohash_0.wav
12364,13844,go,.\train\audio\go\834f03fe_nohash_0.wav
12365,13845,go,.\train\audio\go\834f03fe_nohash_1.wav
12366,13846,go,.\train\audio\go\834f03fe_nohash_2.wav
12367,13847,go,.\train\audio\go\834f03fe_nohash_3.wav
12368,13849,go,.\train\audio\go\837f7378_nohash_0.wav
12369,13850,go,.\train\audio\go\84999496_nohash_0.wav
12370,13851,go,.\train\audio\go\85834399_nohash_0.wav
12371,13852,go,.\train\audio\go\85834399_nohash_1.wav
12372,13853,go,.\train\audio\go\85834399_nohash_2.wav
12373,13854,go,.\train\audio\go\85b877b5_nohash_0.wav
12374,13855,go,.\train\audio\go\85b877b5_nohash_1.wav
12375,13857,go,.\train\audio\go\86402da1_nohash_1.wav
12376,13859,go,.\train\audio\go\86648261_nohash_0.wav
12377,13860,go,.\train\audio\go\86f12ac0_nohash_0.wav
12378,13862,go,.\train\audio\go\8781f4c1_nohash_0.wav
12379,13863,go,.\train\audio\go\87c62767_nohash_1.wav
12380,13864,go,.\train\audio\go\88120683_nohash_0.wav
12381,13865,go,.\train\audio\go\881583a6_nohash_0.wav
12382,13866,go,.\train\audio\go\881583a6_nohash_1.wav
12383,13867,go,.\train\audio\go\8830e17f_nohash_0.wav
12384,13868,go,.\train\audio\go\8830e17f_nohash_1.wav
12385,13869,go,.\train\audio\go\8830e17f_nohash_2.wav
12386,13870,go,.\train\audio\go\8830e17f_nohash_3.wav
12387,13871,go,.\train\audio\go\8830e17f_nohash_4.wav
12388,13872,go,.\train\audio\go\884ae8e1_nohash_0.wav
12389,13874,go,.\train\audio\go\888a0c49_nohash_1.wav
12390,13875,go,.\train\audio\go\888a0c49_nohash_2.wav
12391,13876,go,.\train\audio\go\888a0c49_nohash_3.wav
12392,13877,go,.\train\audio\go\888a0c49_nohash_4.wav
12393,13878,go,.\train\audio\go\890e4ee2_nohash_0.wav
12394,13879,go,.\train\audio\go\8931f494_nohash_0.wav
12395,13880,go,.\train\audio\go\8931f494_nohash_1.wav
12396,13881,go,.\train\audio\go\89d6d11e_nohash_0.wav
12397,13882,go,.\train\audio\go\89d6d11e_nohash_1.wav
12398,13883,go,.\train\audio\go\89e59d18_nohash_0.wav
12399,13884,go,.\train\audio\go\89e59d18_nohash_1.wav
12400,13885,go,.\train\audio\go\89e59d18_nohash_2.wav
12401,13886,go,.\train\audio\go\89f3ab7d_nohash_0.wav
12402,13887,go,.\train\audio\go\89f680f3_nohash_0.wav
12403,13888,go,.\train\audio\go\8a0457c9_nohash_0.wav
12404,13889,go,.\train\audio\go\8a194ee6_nohash_0.wav
12405,13890,go,.\train\audio\go\8a1c449e_nohash_0.wav
12406,13892,go,.\train\audio\go\8a744054_nohash_0.wav
12407,13893,go,.\train\audio\go\8b39e36f_nohash_0.wav
12408,13895,go,.\train\audio\go\8c3c4715_nohash_1.wav
12409,13896,go,.\train\audio\go\8c7c9168_nohash_0.wav
12410,13897,go,.\train\audio\go\8c888bbb_nohash_0.wav
12411,13898,go,.\train\audio\go\8d9cc260_nohash_0.wav
12412,13900,go,.\train\audio\go\8dc26a15_nohash_0.wav
12413,13901,go,.\train\audio\go\8dd24423_nohash_0.wav
12414,13902,go,.\train\audio\go\8dd24423_nohash_1.wav
12415,13903,go,.\train\audio\go\8e05039f_nohash_0.wav
12416,13904,go,.\train\audio\go\8e05039f_nohash_1.wav
12417,13905,go,.\train\audio\go\8e05039f_nohash_2.wav
12418,13906,go,.\train\audio\go\8e05039f_nohash_3.wav
12419,13907,go,.\train\audio\go\8e05039f_nohash_4.wav
12420,13908,go,.\train\audio\go\8eb4a1bf_nohash_0.wav
12421,13910,go,.\train\audio\go\8eb4a1bf_nohash_2.wav
12422,13911,go,.\train\audio\go\8eb4a1bf_nohash_3.wav
12423,13912,go,.\train\audio\go\8eb4a1bf_nohash_4.wav
12424,13913,go,.\train\audio\go\8f0d3c27_nohash_0.wav
12425,13914,go,.\train\audio\go\8f0d3c27_nohash_1.wav
12426,13915,go,.\train\audio\go\8f4c551f_nohash_0.wav
12427,13916,go,.\train\audio\go\8f4c551f_nohash_1.wav
12428,13918,go,.\train\audio\go\8f4c551f_nohash_3.wav
12429,13919,go,.\train\audio\go\8f4c551f_nohash_4.wav
12430,13921,go,.\train\audio\go\8ff44869_nohash_0.wav
12431,13922,go,.\train\audio\go\902258bb_nohash_0.wav
12432,13923,go,.\train\audio\go\9080f6d3_nohash_0.wav
12433,13926,go,.\train\audio\go\90b0b91a_nohash_2.wav
12434,13927,go,.\train\audio\go\90b94017_nohash_0.wav
12435,13928,go,.\train\audio\go\91223b83_nohash_0.wav
12436,13929,go,.\train\audio\go\91223b83_nohash_1.wav
12437,13930,go,.\train\audio\go\91223b83_nohash_2.wav
12438,13931,go,.\train\audio\go\918a2473_nohash_0.wav
12439,13932,go,.\train\audio\go\918a2473_nohash_1.wav
12440,13933,go,.\train\audio\go\918a2473_nohash_2.wav
12441,13934,go,.\train\audio\go\918a2473_nohash_3.wav
12442,13935,go,.\train\audio\go\918a2473_nohash_4.wav
12443,13937,go,.\train\audio\go\919d3c0e_nohash_1.wav
12444,13938,go,.\train\audio\go\919d3c0e_nohash_2.wav
12445,13939,go,.\train\audio\go\91bed2e0_nohash_0.wav
12446,13940,go,.\train\audio\go\92037d73_nohash_0.wav
12447,13941,go,.\train\audio\go\92a9c5e6_nohash_0.wav
12448,13942,go,.\train\audio\go\92a9c5e6_nohash_1.wav
12449,13943,go,.\train\audio\go\92a9c5e6_nohash_2.wav
12450,13944,go,.\train\audio\go\92a9c5e6_nohash_3.wav
12451,13945,go,.\train\audio\go\92a9c5e6_nohash_4.wav
12452,13946,go,.\train\audio\go\92b2bf59_nohash_0.wav
12453,13947,go,.\train\audio\go\92b2bf59_nohash_1.wav
12454,13948,go,.\train\audio\go\92b2bf59_nohash_2.wav
12455,13949,go,.\train\audio\go\93ec8b84_nohash_0.wav
12456,13950,go,.\train\audio\go\93f30cc4_nohash_0.wav
12457,13951,go,.\train\audio\go\94de6a6a_nohash_0.wav
12458,13952,go,.\train\audio\go\94de6a6a_nohash_1.wav
12459,13953,go,.\train\audio\go\94de6a6a_nohash_2.wav
12460,13954,go,.\train\audio\go\94de6a6a_nohash_3.wav
12461,13956,go,.\train\audio\go\94e6864f_nohash_0.wav
12462,13957,go,.\train\audio\go\94e6864f_nohash_1.wav
12463,13958,go,.\train\audio\go\95218ce8_nohash_0.wav
12464,13959,go,.\train\audio\go\95299b6c_nohash_0.wav
12465,13960,go,.\train\audio\go\953fe1ad_nohash_0.wav
12466,13961,go,.\train\audio\go\953fe1ad_nohash_1.wav
12467,13962,go,.\train\audio\go\953fe1ad_nohash_2.wav
12468,13964,go,.\train\audio\go\953fe1ad_nohash_4.wav
12469,13965,go,.\train\audio\go\9587481f_nohash_0.wav
12470,13966,go,.\train\audio\go\95ba4996_nohash_0.wav
12471,13967,go,.\train\audio\go\96105282_nohash_0.wav
12472,13968,go,.\train\audio\go\96105282_nohash_1.wav
12473,13970,go,.\train\audio\go\9637f43f_nohash_1.wav
12474,13971,go,.\train\audio\go\9637f43f_nohash_2.wav
12475,13972,go,.\train\audio\go\964e8cfd_nohash_0.wav
12476,13973,go,.\train\audio\go\964e8cfd_nohash_1.wav
12477,13974,go,.\train\audio\go\964e8cfd_nohash_2.wav
12478,13975,go,.\train\audio\go\964e8cfd_nohash_3.wav
12479,13976,go,.\train\audio\go\964e8cfd_nohash_4.wav
12480,13977,go,.\train\audio\go\96a48d28_nohash_0.wav
12481,13978,go,.\train\audio\go\96a48d28_nohash_1.wav
12482,13979,go,.\train\audio\go\96a48d28_nohash_2.wav
12483,13980,go,.\train\audio\go\96a48d28_nohash_3.wav
12484,13981,go,.\train\audio\go\96a48d28_nohash_4.wav
12485,13983,go,.\train\audio\go\96ab6565_nohash_1.wav
12486,13984,go,.\train\audio\go\96ab6565_nohash_2.wav
12487,13985,go,.\train\audio\go\96ab6565_nohash_3.wav
12488,13986,go,.\train\audio\go\96ab6565_nohash_4.wav
12489,13987,go,.\train\audio\go\96c67073_nohash_0.wav
12490,13988,go,.\train\audio\go\96c67073_nohash_1.wav
12491,13990,go,.\train\audio\go\96cd0255_nohash_0.wav
12492,13991,go,.\train\audio\go\9735764a_nohash_0.wav
12493,13992,go,.\train\audio\go\97ae8b25_nohash_0.wav
12494,13995,go,.\train\audio\go\97f4c236_nohash_0.wav
12495,13996,go,.\train\audio\go\97f4c236_nohash_1.wav
12496,13998,go,.\train\audio\go\97f4c236_nohash_3.wav
12497,13999,go,.\train\audio\go\97f4c236_nohash_4.wav
12498,14000,go,.\train\audio\go\982babaf_nohash_0.wav
12499,14001,go,.\train\audio\go\98582fee_nohash_0.wav
12500,14002,go,.\train\audio\go\98582fee_nohash_1.wav
12501,14003,go,.\train\audio\go\9886d8bf_nohash_0.wav
12502,14005,go,.\train\audio\go\9886d8bf_nohash_2.wav
12503,14006,go,.\train\audio\go\9886d8bf_nohash_3.wav
12504,14007,go,.\train\audio\go\9886d8bf_nohash_4.wav
12505,14008,go,.\train\audio\go\988e2f9a_nohash_0.wav
12506,14009,go,.\train\audio\go\988e2f9a_nohash_1.wav
12507,14011,go,.\train\audio\go\989a2213_nohash_1.wav
12508,14012,go,.\train\audio\go\997867e7_nohash_0.wav
12509,14013,go,.\train\audio\go\997867e7_nohash_1.wav
12510,14014,go,.\train\audio\go\99a9b015_nohash_0.wav
12511,14015,go,.\train\audio\go\99fad6a0_nohash_0.wav
12512,14016,go,.\train\audio\go\9a3f97f8_nohash_0.wav
12513,14018,go,.\train\audio\go\9a4d12fd_nohash_0.wav
12514,14019,go,.\train\audio\go\9a4d12fd_nohash_1.wav
12515,14020,go,.\train\audio\go\9a69672b_nohash_0.wav
12516,14022,go,.\train\audio\go\9a69672b_nohash_2.wav
12517,14023,go,.\train\audio\go\9a69672b_nohash_3.wav
12518,14024,go,.\train\audio\go\9a69672b_nohash_4.wav
12519,14025,go,.\train\audio\go\9a7c1f83_nohash_0.wav
12520,14026,go,.\train\audio\go\9a7c1f83_nohash_1.wav
12521,14027,go,.\train\audio\go\9a7c1f83_nohash_2.wav
12522,14028,go,.\train\audio\go\9a7c1f83_nohash_3.wav
12523,14029,go,.\train\audio\go\9a7c1f83_nohash_4.wav
12524,14030,go,.\train\audio\go\9aa21fa9_nohash_0.wav
12525,14031,go,.\train\audio\go\9aa21fa9_nohash_1.wav
12526,14032,go,.\train\audio\go\9aa21fa9_nohash_2.wav
12527,14033,go,.\train\audio\go\9aa21fa9_nohash_3.wav
12528,14034,go,.\train\audio\go\9aa21fa9_nohash_4.wav
12529,14035,go,.\train\audio\go\9aa5439d_nohash_0.wav
12530,14036,go,.\train\audio\go\9acd0254_nohash_0.wav
12531,14037,go,.\train\audio\go\9acd0254_nohash_1.wav
12532,14038,go,.\train\audio\go\9b027ecf_nohash_0.wav
12533,14039,go,.\train\audio\go\9b027ecf_nohash_1.wav
12534,14040,go,.\train\audio\go\9b027ecf_nohash_2.wav
12535,14041,go,.\train\audio\go\9b027ecf_nohash_3.wav
12536,14042,go,.\train\audio\go\9b402bc2_nohash_0.wav
12537,14043,go,.\train\audio\go\9b6c08ba_nohash_0.wav
12538,14044,go,.\train\audio\go\9beccfc8_nohash_0.wav
12539,14045,go,.\train\audio\go\9beccfc8_nohash_1.wav
12540,14046,go,.\train\audio\go\9c06a3f3_nohash_0.wav
12541,14047,go,.\train\audio\go\9d7036f9_nohash_0.wav
12542,14048,go,.\train\audio\go\9d8ac38b_nohash_0.wav
12543,14049,go,.\train\audio\go\9db2bfe9_nohash_0.wav
12544,14050,go,.\train\audio\go\9db2bfe9_nohash_1.wav
12545,14051,go,.\train\audio\go\9dcfba4b_nohash_0.wav
12546,14052,go,.\train\audio\go\9e46cfa1_nohash_0.wav
12547,14053,go,.\train\audio\go\9e6bb505_nohash_0.wav
12548,14054,go,.\train\audio\go\9e6bb505_nohash_1.wav
12549,14055,go,.\train\audio\go\9efe5140_nohash_0.wav
12550,14056,go,.\train\audio\go\9efe5140_nohash_1.wav
12551,14057,go,.\train\audio\go\9f4098cb_nohash_0.wav
12552,14058,go,.\train\audio\go\9f4098cb_nohash_1.wav
12553,14059,go,.\train\audio\go\9f63152b_nohash_0.wav
12554,14060,go,.\train\audio\go\9f63152b_nohash_1.wav
12555,14061,go,.\train\audio\go\9f63152b_nohash_2.wav
12556,14062,go,.\train\audio\go\9f6fbdb4_nohash_0.wav
12557,14065,go,.\train\audio\go\9ff2d2f4_nohash_0.wav
12558,14066,go,.\train\audio\go\9ff2d2f4_nohash_1.wav
12559,14068,go,.\train\audio\go\9ff2d2f4_nohash_3.wav
12560,14069,go,.\train\audio\go\9ff2d2f4_nohash_4.wav
12561,14070,go,.\train\audio\go\a0f93943_nohash_0.wav
12562,14071,go,.\train\audio\go\a0f93943_nohash_1.wav
12563,14072,go,.\train\audio\go\a0f93943_nohash_2.wav
12564,14073,go,.\train\audio\go\a108341b_nohash_0.wav
12565,14074,go,.\train\audio\go\a13e0a74_nohash_0.wav
12566,14075,go,.\train\audio\go\a13e0a74_nohash_1.wav
12567,14076,go,.\train\audio\go\a13e0a74_nohash_2.wav
12568,14077,go,.\train\audio\go\a1533da4_nohash_0.wav
12569,14078,go,.\train\audio\go\a1a59b72_nohash_0.wav
12570,14079,go,.\train\audio\go\a1c63f25_nohash_0.wav
12571,14080,go,.\train\audio\go\a1cff772_nohash_0.wav
12572,14081,go,.\train\audio\go\a1cff772_nohash_1.wav
12573,14082,go,.\train\audio\go\a1cff772_nohash_2.wav
12574,14083,go,.\train\audio\go\a1cff772_nohash_3.wav
12575,14084,go,.\train\audio\go\a1cff772_nohash_4.wav
12576,14085,go,.\train\audio\go\a1dd919f_nohash_0.wav
12577,14086,go,.\train\audio\go\a243fcc2_nohash_0.wav
12578,14087,go,.\train\audio\go\a24582a0_nohash_0.wav
12579,14088,go,.\train\audio\go\a2473d62_nohash_0.wav
12580,14089,go,.\train\audio\go\a24cf51c_nohash_0.wav
12581,14090,go,.\train\audio\go\a2b16113_nohash_0.wav
12582,14093,go,.\train\audio\go\a3502f15_nohash_0.wav
12583,14094,go,.\train\audio\go\a3502f15_nohash_1.wav
12584,14095,go,.\train\audio\go\a3502f15_nohash_2.wav
12585,14096,go,.\train\audio\go\a3502f15_nohash_3.wav
12586,14097,go,.\train\audio\go\a3fc7884_nohash_0.wav
12587,14098,go,.\train\audio\go\a3fc7884_nohash_1.wav
12588,14099,go,.\train\audio\go\a4b21cbc_nohash_0.wav
12589,14100,go,.\train\audio\go\a4ca3afe_nohash_0.wav
12590,14101,go,.\train\audio\go\a50a98d2_nohash_0.wav
12591,14102,go,.\train\audio\go\a518d1cf_nohash_0.wav
12592,14103,go,.\train\audio\go\a518d1cf_nohash_1.wav
